name,link,action_url,index
x,https://www.bot.or.th/Thai/MonetaryPolicy/Northern/EconomicReport/Pages/default.aspx,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,418
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,417
กระทรวงแรงงาน,http://www.mol.go.th,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,416
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/content/Asean2012,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,415
x,https://www.dopa.go.th/main/web_index,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,414
x,http://www.damrongdhama.moi.go.th/,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,413
x,http://www.lamphun.go.th/officialwebsite/2013/?p=50596,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,412
x,http://www.lamphun.go.th/damrongtam/main.php,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,411
x,http://www.industry.go.th/lamphun/,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,410
x,http://www.lamphun.go.th/officialwebsite/2013/?page_id=48,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,409
x,http://123.242.167.133/index.jsp,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,408
x,http://www.lamphun.mol.go.th/node/1411,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,407
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/lamphun,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,406
x,http://lamphun.labour.go.th/,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,405
สำนักงานประกันสังคม,http://www.sso.go.th/lamphun/,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,404
x,http://lpndoe.com/,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,403
x,http://www.lamphun.mol.go.th/node/1391,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,402
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/lamphun,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,401
Twitter,https://twitter.com/lampang_labour,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,400
Line,http://line.me/ti/p/~labour-lp,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,399
x,http://www.oshthai.org/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D71%26lang%3Dth,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,398
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/lampang,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,397
Facebook,https://www.facebook.com/%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%A7%E0%B8%B1%E0%B8%AA%E0%B8%94%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%84%E0%B8%B8%E0%B9%89%E0%B8%A1%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%A5%E0%B8%B3%E0%B8%9B%E0%B8%B2%E0%B8%87-256949887650947/,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,396
สำนักงานประกันสังคม,http://www.sso.go.th/lampang/,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,395
กรมการจัดหางาน,http://www.doe.go.th/lampang/,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,394
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/lampang,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,393
x,http://www.lampang.go.th/,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,392
x,https://goo.gl/forms/2zub629Vn3FZBAeD2,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,391
x,https://goo.gl/forms/Jq68rykwbA5Fxs1l1,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,390
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/complaint,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,389
กรมสวัสดิการและคุ้มครองแรงงาน,http://www.labour.go.th/th%20/index.php?option=com_content&view=article&id=59:employee1&catid=45:employeecategory&Itemid=93,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,388
รายการสถานีแรงงาน,http://www.mol.go.th/content/workerstation,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,387
x,http://counterservice.mol.go.th/main.php?filename=index,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,386
x,http://www.oic.go.th/INFOCENTER22/2238/,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,385
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/main.php?filename=index,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,384
กระทรวงแรงงาน,http://www.mol.go.th/,https://lampang2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,383
Facebook,https://www.facebook.com/mol.maehongson/,https://maehongson2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,382
x,https://docs.google.com/forms/d/e/1FAIpQLSeuMmMwQcOUE_aODjvX4SUdoLiUuTUhXR2FiGgcW80HWfTC7Q/viewform?c=0&w=1,https://maehongson2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,381
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/maehongson,https://maehongson2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,380
x,http://www.maehongson.go.th/,https://maehongson2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,379
รายการสถานีแรงงาน,http://www.mol.go.th/content/workerstation,https://maehongson2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,378
x,http://counterservice.mol.go.th/main.php?filename=index,https://maehongson2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,377
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/main.php?filename=index,https://maehongson2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,376
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/home,https://maehongson2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,375
x,http://phichit.mol.go.th/node/706,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,374
x,http://phichit.mol.go.th/node/780,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,373
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/link	,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,372
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/complaint		,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,371
กระทรวงแรงงาน,http://www.mol.go.th/content/services_Facility2559		,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,370
x,http://counterservice.mol.go.th/main.php?filename=index	,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,369
Twitter,http://twitter.com/,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,368
Facebook,http://www.facebook.com/profile.php?id=100010374826133,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,367
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/phichit,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,366
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/laws,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,365
x,https://www.ega.or.th/th/index.php,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,364
x,http://nlic.mol.go.th/,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,363
x,http://counterservice.mol.go.th/main.php?filename=index,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,362
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/news/46084,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,361
รายการสถานีแรงงาน,http://www.mol.go.th/content/workerstation,https://phichit2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,360
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/nan,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,359
x,http://www.pwdsthai.com/index.php?option=com_content&view=article&id=2647&Itemid=220&lang=th,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,358
x,https://docs.google.com/spreadsheet/viewform?pli=1&rm=full&formkey=dFhyVGd0SXVYWVhZQnVGTi1yNTFvblE6MQ#gid=0,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,357
x,http://www.nan.mol.go.th/node/24086 ,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,356
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/content/Asean2012,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,355
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,354
x,https://webmail.mol.go.th/zimbra/?zinitmode=http,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,353
x,http://intranet.mol.go.th/login/login.php,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,352
กระทรวงแรงงาน,http://www.mol.go.th,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,351
Facebook,http://www.facebook.com/pages/Ministry-of-Labour-Kingdom-of-Thailand/318275548214929,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,350
Facebook,https://www.facebook.com/pages/สำนักงานแรงงานจังหวัดน่าน/375389779222097,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,349
x,http://123.242.178.85/neof/,https://nan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,348
x,http://nakhonsawan.mol.go.th/node/33743,https://nakhonsawan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,347
x,http://www.nakhonsawan.go.th/ita/,https://nakhonsawan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,346
x,http://smartjob.doe.go.th/,https://nakhonsawan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,345
x,http://smartjob.doe.go.th/,https://nakhonsawan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,344
x,http://doe.go.th/elderly/,https://nakhonsawan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,343
x,http://doe.go.th/elderly/,https://nakhonsawan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,342
x,http://empui.doe.go.th/auth/index,https://nakhonsawan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,341
x,http://empui.doe.go.th/auth/index,https://nakhonsawan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,340
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/nakhonsawan,https://nakhonsawan2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,339
Line,https://line.me/R/ti/p/%40snm4279v,https://chiangmai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,338
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/chiangmai,https://chiangmai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,337
x,http://www.chiangmai.mol.go.th/node/965,https://chiangmai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,336
x,http://www.chiangmai.mol.go.th/node/1026,https://chiangmai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,335
x,http://www.jobcm108.com/lib/login.php,https://chiangmai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,334
x,http://www.chiangmai.mol.go.th/node/869,https://chiangmai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,333
x,http://www.chiangmai.mol.go.th/node/898,https://chiangmai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,332
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/chiangmai,https://chiangmai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,331
x,http://chiangmai.labour.go.th/,https://chiangmai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,330
กรมการจัดหางาน,http://www.doe.go.th/chiangmai,https://chiangmai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,329
สำนักงานประกันสังคม,http://www.sso.go.th/wpr/content.jsp?lang=th&cat=894&id=3729,https://chiangmai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,328
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/phetchabun,https://phetchabun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,327
กรมสวัสดิการและคุ้มครองแรงงาน,http://www.labour.go.th/th%20/index.php?option=com_content&view=article&id=59:employee1&catid=45:employeecategory&Itemid=93,https://phetchabun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,326
x,http://counterservice.mol.go.th/main.php?filename=index,https://phetchabun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,325
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/main.php?filename=index,https://phetchabun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,324
รายการสถานีแรงงาน,http://www.mol.go.th/content/workerstation,https://phetchabun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,323
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/kamphaengphet,https://kamphaengphet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,322
x,http://kamphaengphet.labour.go.th/,https://kamphaengphet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,321
สำนักงานประกันสังคม,http://www.sso.go.th/kampaengphet/,https://kamphaengphet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,320
กรมการจัดหางาน,https://www.doe.go.th/kamphaengphet,https://kamphaengphet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,319
x,http://smartjob.doe.go.th/,https://kamphaengphet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,318
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/,https://kamphaengphet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,317
x,http://counterservice.mol.go.th/,https://kamphaengphet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,316
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/kamphaengphet,https://kamphaengphet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,315
x,http://ubonratchathani.mol.go.th/help_ubmol,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,314
x,http://www.ubonratchathani.go.th/ubondamrongdhama/,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,313
x,http://www.ubonratchathani.go.th/th/index.php?name=menuview&file=readmenuview&id=69,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,312
x,http://www.ubonratchathani.go.th/th/index.php?name=menuview&file=readmenuview&id=71,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,311
x,http://mol.go.th,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,310
x,http://www.ubonratchathani.go.th/th/,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,309
x,http://ubonratchathani.mol.go.th/labour_ubn,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,308
x,http://ubonratchathani.mol.go.th/labour_ubn,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,307
กรมการจัดหางาน,http://www.doe.go.th/ubon/,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,306
สำนักงานประกันสังคม,http://www.sso.go.th/ubonratchathani/,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,305
x,http://ubonratchathani.labour.go.th/2018/,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,304
x,http://www.ubisd.go.th/index.php?width=1366&height=768&cookie=1366,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,303
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/ubonratchathani,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,302
x,http://ubonratchathani.mol.go.th/sites/ubonratchathani.mol.go.th/files/teamubn_0.png,https://ubonratchathani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,301
x,https://apps.go.th/Default.aspx,https://nongkhai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,300
Facebook,https://www.facebook.com/%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B9%81%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2-232485306959615/?ref=hl,https://nongkhai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,299
Twitter,https://twitter.com/LabourMolnk,https://nongkhai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,298
x,http://nongkhai.labour.go.th/,https://nongkhai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,297
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/nongkhai,https://nongkhai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,296
สำนักงานประกันสังคม,http://www.sso.go.th/nongkhai/,https://nongkhai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,295
กรมการจัดหางาน,http://www.doe.go.th/nongkhai/,https://nongkhai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,294
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/nongkhai,https://nongkhai2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,293
กระทรวงแรงงาน,http://www.mol.go.th/employee/rihgt_labor%20low,https://surin2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,292
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/surin,https://surin2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,291
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/content/Asean2012,https://surin2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,290
x,http://www.surin.go.th/information/,https://surin2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,289
x,http://www.surin.go.th/srn_damrongdhama/rongtook_new.php,https://surin2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,288
x,http://counterservice.mol.go.th/main.php?filename=index,https://surin2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,287
x,http://www.surin.go.th/,https://surin2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,286
กระทรวงแรงงาน,http://www.mol.go.th/,https://surin2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,285
Facebook,https://www.facebook.com/surindoe/?fref=ts,https://surin2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,284
Facebook,https://www.facebook.com/profile.php?id=100013779811271,https://surin2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,283
Facebook,https://www.facebook.com/profile.php?id=100005615409954,https://sakonnakhon2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,282
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/sakonnakhon,https://sakonnakhon2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,281
x,http://sakonnakhon.labour.go.th/,https://sakonnakhon2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,280
สำนักงานประกันสังคม,http://www.sso.go.th/sakonnakhon/,https://sakonnakhon2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,279
กรมการจัดหางาน,https://www.doe.go.th/prd/sakonnakhon,https://sakonnakhon2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,278
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/home,https://sakonnakhon2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,277
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/sakonnakhon,https://sakonnakhon2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,276
x,https://www.youtube.com/watch?v=7J-TDV-kN1U&list=PLDeKL3Pv2PfdS6LJm9-hXH1P7O_ihmtHb,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,275
x,http://sisaket.mol.go.th/node/2155,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,274
x,http://www.ssko.moph.go.th/tobe/,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,273
x,https://www.ega.or.th/th/index.php,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,272
x,http://www.oic.go.th/ginfo/,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,271
x,http://cdc.parliament.go.th/draftconstitution2/main.php?filename=index,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,270
x,http://sisaket.go.th/travel_sisaket/index.php,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,269
x,http://www.sisaket.go.th/logo.slide/tour_calendar.pdf,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,268
รัฐบาลไทย,http://www.thaigov.go.th/index.php/th/program1,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,267
สำนักงานประกันสังคม,http://www.sso.go.th/wpr/home.jsp,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,266
กรมสวัสดิการและคุ้มครองแรงงาน,http://www.labour.go.th/th/,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,265
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,264
กรมการจัดหางาน,http://www.doe.go.th/,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,263
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/home,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,262
x,http://www.sisaket.go.th/,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,261
สำนักงานประกันสังคม,http://www.sso.go.th/wprp/sisaket/,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,260
x,http://sisaket.labour.go.th/,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,259
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/sisaket/,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,258
กรมการจัดหางาน,http://www.doe.go.th/sisaket/,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,257
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/sisaket,https://sisaket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,256
x,http://www.loei.go.th/,https://loei2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,255
สำนักงานประกันสังคม,http://www.sso.go.th/loei/,https://loei2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,254
x,http://loei.labour.go.th/,https://loei2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,253
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/loei,https://loei2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,252
กรมการจัดหางาน,http://www.doe.go.th/loei/,https://loei2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,251
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/home,https://loei2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,250
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/loei,https://loei2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,249
x,http://job.doe.go.th/,https://roiet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,248
กระทรวงแรงงาน,http://www.mol.go.th/academician/content/page/7422,https://roiet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,247
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/main.php?filename=index,https://roiet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,246
x,http://www.roiet.go.th/2013/,https://roiet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,245
x,http://nlic.mol.go.th/,https://roiet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,244
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/home,https://roiet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,243
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/roiet,https://roiet2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,242
x,https://www.info.go.th/,https://yasothon2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,241
x,https://www.info.go.th/,https://yasothon2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,240
x,http://analytic.nlic.mol.go.th/analytics/saw.dll?Dashboard&PortalPath=/shared/ADMIN/_portal/%E0%B9%81%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94&Page=page%201&PageIdentifier=sjmrnmqfjpjbr09%u200B&Action=Navigate&P0=1&P1=cany&P2=%22%E0%B8%A1%E0%B8%B4%E0%B8%95%E0%B8%B4%E0%B8%9E%E0%B8%B7%E0%B9%89%E0%B8%99%E0%B8%97%E0%B8%B5%E0%B9%88%22.%22%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%22&P3=%22%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3%22&NQUser=Public&NQPassword=P@ssw0rd,https://yasothon2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,239
