"n_id","c_id","n_date","n_new_modi","n_last_modi","n_timestamp","n_topic","n_des","source","sourceLink","keyword","picture","news_use","at_id","d_id","link_html","target","expire","logo","access","n_share","n_shareuse","n_sharename","n_shareid","n_approve","n_approvedate","for_pda","show_newstop","show_vote","show_comment","comment_type","n_owner","n_date_start","n_date_end","n_time","n_delowner","n_deldate","show_group","show_topic","show_date","n_owner_org","show_textsize","show_count","d_id_w3c","picture_alt","html","wcag","css"
"428","56","2556-06-12","20130612090336","20130612090336","2013-06-12 09:03:36","26  27 มิถุนายน 56 สจจ.บุรีรัมย์ ร่วมกับวิทยาลัยเทคนิคบุรีรัมย์ เชิญร่วมงาน &quot;กิจกรรมวันนัดพบแรงงาน&quot; ณ อาคารเอนกประสงค์อินทนิล วิทยาลัยเทคนิคบุรีรัมย์",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_6june/004.jpg","_blank","2556-06-17",,,,NULL,NULL,NULL,"D","2013-06-12",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"429","56","2556-06-14","20130614084636","20130614084636","2013-06-14 08:46:36","27 มิ.ย. 56 งานวันนัดพบแรงงาน จังหวัดเพชรบูรณ์",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_6june/005.pdf","_blank","2556-06-19",,,,NULL,NULL,NULL,"D","2013-06-14",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"430","56","2556-06-17","20130617160053","20130617160053","2013-06-17 16:00:53","12-13 ก.ค.56 มหกรรมนัดพบตลาดงานสร้างฐานอาชีพ จังหวัดขอนแก่น",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_6june/006.pdf","_blank","2556-06-22",,,,NULL,NULL,NULL,"D","2013-06-17",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"431","56","2556-06-17","20130617160118","20130617160118","2013-06-17 16:01:18","18 ก.ค. 56 งานนัดพบแรงงาน ห้างสรรพสินค้าตั้งฮั่วเส็ง ธนบุรี ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_6june/007.pdf","_blank","2556-06-22",,,,NULL,NULL,NULL,"D","2013-06-17",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"432","56","2556-06-20","20130620095925","20130620095925","2013-06-20 09:59:25","28-29 มิ.ย. 56 &#039;งานนัดพบตลาดงานเชิงคุณภาพ&#039; ศูนย์การค้าซีคอนบางแค",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_6june/008.jpg","_blank","2556-06-25",,,,NULL,NULL,NULL,"D","2013-06-20",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"433","56","2556-06-28","20130628083544","20130628083544","2013-06-28 08:35:44","18 กค 56 งานนัดพบแรงงาน จังหวัดนครศรีธรรมราช",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_6june/009.jpg","_blank","2556-07-03",,,,NULL,NULL,NULL,"D","2013-06-28",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"434","56","2556-06-28","20130628083613","20130628083613","2013-06-28 08:36:13","25 กค 56 งานนัดพบแรงงาน จังหวัดสุราษฏร์ธานี",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_6june/010.jpg","_blank","2556-07-03",,,,NULL,NULL,NULL,"D","2013-06-28",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"435","56","2556-07-08","20130708085739","20130708085739","2013-07-08 08:57:39","5 สค 56 งานนัดพบแรงงาน จังหวัดหนองคาย",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_7july/005.jpg","_blank","2556-07-13",,,,NULL,NULL,NULL,"D","2013-07-08",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"436","56","2556-07-10","20130710090229","20130710090229","2013-07-10 09:02:29","25 กค 56 &#039;งานนัดพบแรงงาน&#039; จังหวัดเพชรบูรณ์",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_7july/006.pdf","_blank","2556-07-15",,,,NULL,NULL,NULL,"D","2013-07-10",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"437","56","2556-07-11","20130711090415","20130711090415","2013-07-11 09:04:15","29 ก.ค. 56 &#039;งานนัดพบแรงงาน&#039; จังหวัดบึงกาฬ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_7july/007.pdf","_blank","2556-07-16",,,,NULL,NULL,NULL,"D","2013-07-11",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"438","56","2556-07-15","20130715092633","20130715092633","2013-07-15 09:26:33","25 ก.ค. 56 งานนัดพบแรงงาน จังหวัดนครราชสีมา",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_7july/008.jpg","_blank","2556-07-20",,,,NULL,NULL,NULL,"D","2013-07-15",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"439","56","2556-07-24","20130724090740","20130724090740","2013-07-24 09:07:40","9 ส.ค. 2556 &quot;นัดพบแรงงานย่อย&quot; ณ ห้างสรรพสินค้าบิ๊กซี ซูเปอร์เซ็นเตอร์ สาขากำแพงเพชร ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_7july/020.jpg","_blank","2556-07-29",,,,NULL,NULL,NULL,"D","2013-07-24",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"440","56","2556-07-24","20130724095745","20130724095745","2013-07-24 09:57:45","24 ก.ค. 2556 เชิญร่วมงาน &quot;มหกรรมการจ้างงานและแก้ไขปัญหาการขาดแคลนแรงงาน&quot; ณ อาคารกระทรวงแรงงาน ดินแดง กทม. โดย ร.ต.อ เฉลิม อยู่บำรุง รัฐมนตรีว่าการกระทรวงแรงงาน เป็นประธาน ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_7july/019.jpg","_blank","2556-07-29",,,,NULL,NULL,NULL,"D","2013-07-24",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"441","11","2556-07-26","20130726091314","20130726091314","2013-07-26 09:13:14","รมว.แรงงาน เปิดงานมหกรรมการจ้างงานฯ และปล่อยรถโมบายบริการจัดหางานทั่วไทยย้ำพบกดขี่แรงงาน ค้ามนุษย์ จะจับกุมดำเนินการขั้นเด็ดขาด  ","รัฐมนตรีว่าการกระทรวงแรงงาน เปิดงานมหกรรมการจ้างงานเพื่อแก้ไขปัญหาการขาดแคลนแรงงานและป้องกันการค้ามนุษย์ ปล่อยขบวนรถบริการจัดหางานเคลื่อนที่ (Mobile Unit) ออกบริการแรงงานทั่วประเทศ เผยพบกดขี่ข่มเหงแรงงาน ค้ามนุษย์ ดำเนินคดีขั้นเด็ดขาดเอาผิดตามกฎหมาย ย้ำทุกฝ่ายมองแรงงานไทยและต่างด้าวเป็นมิตร",,,,"n20130726_441.jpg","2","10","0",,"_blank","2556-07-31",,,NULL,NULL,NULL,NULL,"Y","2013-11-18",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,,"0",NULL,NULL,NULL,NULL
"442","56","2556-07-26","20130726091421","20130726091421","2013-07-26 09:14:21","สำนักงานจัดหางานจังหวัดปทุมธานี จัดงานนัดพบตลาดงานเชิญคุณภาพจังหวัดปทุมธานี",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_7july/021.pdf","_blank","2556-07-31",,,,NULL,NULL,NULL,"D","2013-07-26",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"443","56","2556-07-30","20130730102442","20130730102442","2013-07-30 10:24:42","30 ก.ค. 2556 &quot;นัดพบแรงงานย่อย&quot; บริเวณหน้าลานวิคตอรี่พ้อยท์ อนุสาวรีย์ชัยสมรภูมิ กทม. ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_7july/022.jpg","_blank","2556-08-04",,,,NULL,NULL,NULL,"D","2013-07-30",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"444","56","2556-08-06","20130806083535","20130806083535","2013-08-06 08:35:35","15 ส.ค. 2556 งานนัดพบแรงงาน จังหวัดฉะเชิงเทรา",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/001.JPG","_blank","2556-08-11",,,,NULL,NULL,NULL,"D","2013-08-06",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"445","56","2556-08-06","20130806084124","20130806084124","2013-08-06 08:41:24","22 ส.ค. 2556 งานนัดพบแรงงาน จังหวัดสุราษฎร์ธานี",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/002.jpg","_blank","2556-08-11",,,,NULL,NULL,NULL,"D","2013-08-06",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"446","56","2556-08-09","20130809143400","20130809143400","2013-08-09 14:34:00","กิจกรรมแนะแนวอาชีพคนพิการและผู้ดูแลคนพิการ (15-16 สิงหาคม 2556)",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/003.jpg","_blank","2556-08-14",,,,NULL,NULL,NULL,"D","2013-08-09",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"447","56","2556-08-13","20130813093544","20130813093544","2013-08-13 09:35:44","15-16 ส.ค. 2556 กิจกรรมแนะแนวอาชีพให้คนพิการ สำนักจัดหางานกรุงเทพเขตพื้นที่ 3",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/003.jpg","_blank","2556-08-18",,,,NULL,NULL,NULL,"D","2013-08-13",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"448","56","2556-08-14","20130814092952","20130814092952","2013-08-14 09:29:52","22 ส.ค. 2556 งานนัดพบแรงงาน จังหวัดบุรีรัมย์",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/004.pdf","_blank","2556-08-19",,,,NULL,NULL,NULL,"D","2013-08-14",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174414","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"449","56","2556-08-14","20130814093020","20130814093020","2013-08-14 09:30:20","สจก.จังหวัดชลบุรี จัดงานนัดพบแรงงาน",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/005.pdf","_blank","2556-08-19",,,,NULL,NULL,NULL,"D","2013-08-14",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"450","56","2556-08-15","20130815103309","20130815103309","2013-08-15 10:33:09","19-21 ส.ค. 56 เปิดอบรม และจำหน่ายผลิตภัณฑ์ในโครงการรับงานสู่บ้านเพิ่มรายได้ในครัวเรือน ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/011.pdf","_blank","2556-08-20",,,,NULL,NULL,NULL,"D","2013-08-15",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"451","56","2556-08-15","20130815103337","20130815103337","2013-08-15 10:33:37","29 ส.ค. 56 งานนัดพบแรงงาน จังหวัดประจวบคีรีขันธ์",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/012.jpg","_blank","2556-08-20",,,,NULL,NULL,NULL,"D","2013-08-15",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"452","56","2556-08-16","20130816095932","20130816095932","2013-08-16 09:59:32","12 ก.ย. 56 งานนัดพบแรงงาน จังหวัดนครศรีธรรมราช",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/013.jpg","_blank","2556-08-21",,,,NULL,NULL,NULL,"D","2013-08-16",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"453","56","2556-08-20","20130820101552","20130820101552","2013-08-20 10:15:52","21-22 ส.ค. 56 งานนัดพบแรงงานเชิงคุณภาพ ม.เทคโนโลยีพระจอมเกล้าพระนครเหนือ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/014.pdf","_blank","2556-08-25",,,,NULL,NULL,NULL,"D","2013-08-20",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"454","56","2556-08-20","20130820101622","20130820101622","2013-08-20 10:16:22","23 ส.ค. 56 งานนัดพบแรงงาน มหาวิทยาลัยรามคำแหง",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/015.pdf","_blank","2556-08-25",,,,NULL,NULL,NULL,"D","2013-08-20",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"455","56","2556-08-20","20130820101648","20130820101648","2013-08-20 10:16:48","22 ส.ค. 56 งานนัดพบแรงงานย่อย จังหวัดอุดรธานี",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/016.jpg","_blank","2556-08-25",,,,NULL,NULL,NULL,"D","2013-08-20",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"456","56","2556-08-21","20130821144332","20130821144332","2013-08-21 14:43:32","กรมการจัดหางาน รับคนไทยที่ได้รับผลกระทบจากเหตุความไม่สงบประเทศอียิปต์",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/017.pdf","_blank","2556-08-26",,,,NULL,NULL,NULL,"D","2013-08-21",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"457","56","2556-08-22","20130822095235","20130822095235","2013-08-22 09:52:35","สจจ. ลำพูน จัดงาน รับงานสู่บ้านสร้างรายได้ในครัวเรือน",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/029.pdf","_blank","2556-08-27",,,,NULL,NULL,NULL,"D","2013-08-22",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"458","56","2556-08-26","20130826104952","20130826104952","2013-08-26 10:49:52","28 สิงหาคม 2556 สจจ.ชลบุรี จัด นัดพบแรงงาน",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_8aug/031.pdf","_blank","2556-08-31",,,,NULL,NULL,NULL,"D","2013-08-26",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"459","11","2556-08-30","20130830200650","20130830200650","2013-08-30 20:09:26","รมว.แรงงาน ปราศรัยในโอกาสครบรอบ 20 ปีสถาปนา ก.แรงงานชูพี่น้องภาคแรงงาน คือทรัพยากรที่มีคุณค่าพลังขับเคลื่อนประเทศ ก้าวต่อไปเน้นยุติค้ามนุษย์ กดขี่ข่มเหง ยาเสพติด","ร้อยตำรวจเอก เฉลิม อยู่บำรุง รัฐมนตรีว่าการกระทรวงแรงงาน ปราศรัยผลการดำเนินงาน เจตนารมณ์และทิศทางของ ก.แรงงาน เนื่องในโอกาสครบรอบ 20 ปีแห่งการสถาปนา เผย พี่น้องภาคแรงงาน คือทรัพยากรที่มีคุณค่าเป็นพลังขับเคลื่อนประเทศ ชูนโยบายยุติภัยคุกคามต่อผู้ใช้แรงงาน 3 เรื่องทั้งการค้ามนุษย์  กดขี่ข่มเหงแรงงาน และสิ่งเสพติดในสถานประกอบคือก้าวต่อไป",,,,"n20130830_459.jpg","2","10","0",,"_blank","2556-09-04",,,NULL,NULL,NULL,NULL,"Y","2013-11-20",NULL,,,,"1","2",,,,NULL,NULL,"1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,,"0",NULL,NULL,NULL,NULL
"460","56","2556-09-10","20130910162808","20130910162808","2013-09-10 16:28:08","กรมการจัดหางาน เตือนแรงงานไทย ที่ประสงค์ทำงานในมาเลฯ หวั่นโดนจับหลังวันฮารีรายา",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_9sep/005.pdf","_blank","2556-09-15",,,,NULL,NULL,NULL,"D","2013-09-10",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"461","56","2556-09-10","20130910162850","20130910162850","2013-09-10 16:28:50","ขอเชิญร่วมงานนัดพบงานเชิงคุณภาพ Korat Job Fair for &quot;White Collar&quot;",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_9sep/017.pdf","_blank","2556-09-15",,,,NULL,NULL,NULL,"D","2013-09-10",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"462","11","2556-09-23","20130923234604","20130923234604","2013-09-23 23:46:04","&quot;20 ปีกระทรวงแรงงาน สองทศวรรษเพื่อแรงงานไทย&quot; ปลัด ก.แรงงาน ย้ำพร้อมเร่งแก้ปัญหาค้ามนุษย์ แย้มปลัดคนใหม่คุณสมบัติต้องครบ",,,,,"n20130923_462.jpg","2","10","0",,"_blank","2556-09-28",,,NULL,NULL,NULL,NULL,"Y","2013-11-22",NULL,,,,"1","2",,,,NULL,NULL,"1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"1","0",NULL,NULL,NULL,NULL
"463","56","2556-09-27","20130927161216","20130927161216","2013-09-27 16:12:16","บริษัท ฟอร์โมซา พลาสติค กรุ๊ป ไต้หวัน รับพนักงานช่าง ผ่านกรมการจัดหางาน ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_9sep/031.pdf","_blank","2556-10-02",,,,NULL,NULL,NULL,"D","2013-09-27",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"464","56","2556-09-27","20130927161240","20130927161240","2013-09-27 16:12:40","บริษัท Ming Rong Yuan Business ไต้หวัน รับพนักงานช่าง ผ่านกรมการจัดหางาน ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_9sep/032.pdf","_blank","2556-10-02",,,,NULL,NULL,NULL,"D","2013-09-27",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"465","56","2556-09-27","20130927161305","20130927161305","2013-09-27 16:13:05","กรมการจัดหางาน รับพนักงานนวด ในมาเลเซีย 14 อัตรา",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_9sep/033.pdf","_blank","2556-10-02",,,,NULL,NULL,NULL,"D","2013-09-27",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"466","56","2556-09-27","20130927161327","20130927161327","2013-09-27 16:13:27","กรมการจัดหางาน รับพนักงานนวด ในมาเลเซีย 30 อัตรา",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_9sep/034.pdf","_blank","2556-10-02",,,,NULL,NULL,NULL,"D","2013-09-27",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"467","56","2556-09-27","20130927161350","20130927161350","2013-09-27 16:13:50","28 กันยายน นี้ จัดงาน นัดพบแรงงานผู้พิการที่ นิคมอมตะนครชลบุรี",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_9sep/045.pdf","_blank","2556-10-02",,,,NULL,NULL,NULL,"D","2013-09-27",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"468","56","2556-10-02","20131002153806","20131002153806","2013-10-02 15:38:06","16 - 18 ต.ค. 56 &quot;นัดพบแรงงาน&quot; ณ ศูนย์ราชการกระทรวงแรงงาน จ.สุราษฎร์ธานี ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_10oct/001.jpg","_blank","2556-10-07",,,,NULL,NULL,NULL,"D","2013-10-02",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"469","56","2556-10-03","20131003134439","20131003134439","2013-10-03 13:44:39","7 - 8 ต.ค. 56 &quot;นัดพบแรงงาน&quot; ณ ศูนย์ราชการกระทรวงแรงงาน จ.สุราษฎร์ธานี ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_10oct/002.jpg","_blank","2556-10-08",,,,NULL,NULL,NULL,"D","2013-10-03",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"470","56","2556-10-07","20131007085906","20131007085906","2013-10-07 08:59:06","18 ต.ค. 56 &quot;นัดพบแรงงาน&quot; จ.เพชรบูรณ์ ",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_10oct/003.pdf","_blank","2556-10-12",,,,NULL,NULL,NULL,"D","2013-10-07",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174351","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
"471","11","2556-10-14","20131014161152","20131014161152","2013-10-14 16:11:52","ปลัดแรงงานออกเยี่ยมและมอบ &quot;ถุงยังชีพกระทรวงแรงงาน&quot; เป็นกำลังใจแก่ผู้ประสบอุทกภัยปราจีนบุรีรอบที่สอง","ปลัดแรงงานและคณะ เดินทางไปเยี่ยมเยียนและมอบ &quot;ถุงยังชีพกระทรวงแรงงาน&quot; เพื่อเป็นกำลังใจแก่ผู้ประสบอุทกภัย ในวันจันทร์ที่ 14 ตุลาคม 2556 เวลา 10.00 น. ณ องค์การบริหารส่วนตำบลบางยาง และหมู่ที่ 4 ตำบลบางยาง อำเภอบ้านสร้าง จังหวัดปราจีนบุรี รอบที่สอง จำนวน 400 ชุด",,,,"n20131014_471.jpg","2","10","0",,"_blank","2556-10-19",,,NULL,NULL,NULL,NULL,"Y","2013-11-22",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"1","0",NULL,NULL,NULL,NULL
"472","11","2556-10-17","20131017104102","20131017104102","2013-10-17 10:41:02","รัฐมนตรีว่าการกระทรวงแรงงาน เดินทางเข้ามาทำงาน ก.แรงงานวันแรกหลังออกจากโรงพยาบาล",,,,,"n20131017_472.jpg","2","10","0",,"_blank","2556-10-22",,,NULL,NULL,NULL,NULL,"Y","2013-11-27",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,,"0",NULL,NULL,NULL,NULL
"473","11","2556-10-21","20131021090103","20131021090103","2013-10-21 09:06:51","ที่ปรึกษารัฐมนตรีร่วมกับอธิบดีกรมการจัดหางานแจกถุงยังชีพผู้ประสบอุทกภัยจังหวัดฉะเชิงเทรา",,,,,"n20131021_473.jpg","2","10","0",,"_blank","2556-10-26",,,NULL,NULL,NULL,NULL,"Y","2013-12-03",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,,"0",NULL,NULL,NULL,NULL
"474","56","2556-10-24","20131024090529","20131024090529","2013-10-24 09:05:29","24 ต.ค. 56 งานนัดพบแรงงานจังหวัดยะลา",,,,,,"1","11","0","http://www.doe.go.th/doe_news/56_10oct/035.jpg","_blank","2556-10-29",,,,NULL,NULL,NULL,"D","2013-10-24",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174328","1","1","1","กลุ่มงานบริหารคอมพิวเตอร์และเครื่อข่าย",,"3","0",NULL,NULL,NULL,NULL
