"ad_id","n_id","at_type_col","at_type_row","ad_pic_s","ad_pic_h","ad_pic_w","ad_pic_b","ad_des","ad_font","ad_size","ad_bold","ad_italic","ad_color","ad_align","ad_count"
"108","24","1","1",,"200","200",,"

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>การฝึกอาชีพอิสระสำหรับประชาชนและผู้ใช้แรงงาน ""การเพ้นท์เล็บ"" </strong></span></div>

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>วันที่ 15 กุมภาพันธ์ 2552 ณ ศูนย์บริการร่วมกระทรวงแรงงาน ฟิวเจอร์ปาร์ค บางแค</strong></span></div>","MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"109","24","1","2","t20150205104714_109.jpg","200","200","n20150205104714_109.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"110","24","2","2","t20150205104716_110.jpg","200","200","n20150205104716_110.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"111","24","3","2","t20150205104720_111.jpg","200","200","n20150205104720_111.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"112","24","1","3","t20150205104724_112.jpg","200","200","n20150205104724_112.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"113","24","2","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"114","24","3","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"115","24","1","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"116","24","2","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"117","24","3","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"118","24","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"119","24","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"120","24","3","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"121","24","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"122","24","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"123","24","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"124","24","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"125","24","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"126","24","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"127","24","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"128","24","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"129","24","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"130","24","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"131","24","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"132","24","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"133","24","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"134","24","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"135","24","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"136","24","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"137","24","2","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"138","24","3","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"139","25","1","1",,"200","200",,"

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>การฝึกอชีพอิสระสำหรับประชาชนและผู้ใช้แรงงาน ""การทำบุหงาการบูร"" </strong></span></div>

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>วันที่ 21 มีนาคม 2552 ณ ศูนย์บริการร่วมกระทรวงแรงงาน ฟิวเจอร์ปาร์ค บางแค</strong></span></div>","MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"140","25","1","2","t20150205105505_140.jpg","200","200","n20150205105505_140.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"141","25","2","2","t20150205105508_141.jpg","200","200","n20150205105508_141.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"142","25","3","2","t20150205105510_142.jpg","200","200","n20150205105510_142.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"143","25","1","3","t20150205105514_143.jpg","200","200","n20150205105514_143.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"144","25","2","3","t20150205105527_144.jpg","200","200","n20150205105527_144.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"145","25","3","3","t20150205105540_145.jpg","200","200","n20150205105540_145.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"146","25","1","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"147","25","2","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"148","25","3","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"149","25","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"150","25","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"151","25","3","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"152","25","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"153","25","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"154","25","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"155","25","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"156","25","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"157","25","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"158","25","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"159","25","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"160","25","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"161","25","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"162","25","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"163","25","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"164","25","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"165","25","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"166","25","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"167","25","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"168","25","2","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"169","25","3","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"170","26","1","1",,"200","200",,"

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>การฝึกอาชีพอิสระสำหรับประชาชนและผู้ใช้แรงงาน ""การเพ้นท์ผ้า"" </strong></span></div>

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>วันที่ 25 เมษายน 2552 ณ ศูนย์บริการร่วมกระทรวงแรงงาน ห้างสรรพสินค้าฟิวเจอร์ปาร์ค บางแค</strong></span></div>","MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"171","26","1","2","t20150205110241_171.jpg","200","200","n20150205110241_171.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"172","26","2","2","t20150205110240_172.jpg","200","200","n20150205110240_172.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"173","26","3","2","t20150205110244_173.jpg","200","200","n20150205110244_173.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"174","26","1","3","t20150205110250_174.jpg","200","200","n20150205110250_174.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"175","26","2","3","t20150205110249_175.jpg","200","200","n20150205110249_175.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"176","26","3","3","t20150205110329_176.jpg","200","200","n20150205110329_176.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"177","26","1","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"178","26","2","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"179","26","3","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"180","26","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"181","26","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"182","26","3","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"183","26","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"184","26","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"185","26","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"186","26","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"187","26","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"188","26","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"189","26","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"190","26","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"191","26","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"192","26","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"193","26","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"194","26","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"195","26","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"196","26","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"197","26","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"198","26","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"199","26","2","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"200","26","3","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"201","27","1","1",,"200","200",,"

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>การฝึกอาชีพอิสระสำหรับประชาชนและผู้ใช้แรงงาน ""เพ้นท์ผ้า 2"" </strong></span></div>

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>ในวันที่ 23 พฤษภาคม 2552 ณ ศูนย์บริการร่วมกระทรวงแรงงาน ห้างสรรพสินค้าฟิวเจอร์ปาร์ค บางแค</strong></span></div>","MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"202","27","1","2","t20150205110649_202.jpg","200","200","n20150205110649_202.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"203","27","2","2","t20150205110652_203.jpg","200","200","n20150205110652_203.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"204","27","3","2","t20150205110700_204.jpg","200","200","n20150205110700_204.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"205","27","1","3","t20150205110704_205.jpg","200","200","n20150205110704_205.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"206","27","2","3","t20150205110706_206.jpg","200","200","n20150205110706_206.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"207","27","3","3","t20150205110709_207.jpg","200","200","n20150205110709_207.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"208","27","1","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"209","27","2","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"210","27","3","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"211","27","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"212","27","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"213","27","3","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"214","27","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"215","27","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"216","27","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"217","27","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"218","27","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"219","27","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"220","27","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"221","27","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"222","27","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"223","27","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"224","27","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"225","27","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"226","27","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"227","27","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"228","27","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"229","27","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"230","27","2","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"231","27","3","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"232","28","1","1",,"200","200",,"

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>การฝึกอบรมยกระดับฝีมือแรงงาน ""ภาษาอังกฤษเพื่อการสื่อสาร"" วันเสาร์-อาทิตย์ </strong></span></div>

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>ระหว่างวันที่ 13 - 28 มิถุนายน 2552 ระยะเวลาการฝึกอบรมฯ 5 ครั้ง 30 ชั่วโมง มีผู้เข้าฝึกอบรมฯ 14 คน </strong></span></div>

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>ณ เคาน์เตอร์บริการประชาชนกระทรวงแรงงานห้างสรรพสินค้าฟิวเจอร์ปาร์ค บางแค กทม.</strong></span></div>","MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"233","28","1","2","t20150205111317_233.jpg","200","200","n20150205111317_233.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"234","28","2","2","t20150205111320_234.jpg","200","200","n20150205111320_234.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"235","28","3","2","t20150205111349_235.jpg","200","200","n20150205111349_235.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"236","28","1","3","t20150205111513_236.jpg","200","200","n20150205111513_236.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"237","28","2","3","t20150205111527_237.jpg","200","200","n20150205111527_237.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"238","28","3","3","t20150205111541_238.jpg","200","200","n20150205111541_238.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"239","28","1","4","t20150205111603_239.jpg","200","200","n20150205111603_239.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"240","28","2","4","t20150205111618_240.jpg","200","200","n20150205111618_240.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"241","28","3","4","t20150205111637_241.jpg","200","200","n20150205111637_241.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"242","28","1","5","t20150205111652_242.jpg","200","200","n20150205111652_242.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"243","28","2","5","t20150205111724_243.jpg","200","200","n20150205111724_243.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"244","28","3","5","t20150205111745_244.jpg","200","200","n20150205111745_244.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"245","28","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"246","28","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"247","28","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"248","28","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"249","28","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"250","28","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"251","28","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"252","28","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"253","28","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"254","28","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"255","28","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"256","28","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"257","28","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"258","28","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"259","28","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"260","28","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"261","28","2","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"262","28","3","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"263","29","1","1",,"200","200",,"

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>การฝึกอบรมและประชุมเชิงปฏิบัติการเจ้าหน้าที่ศูนย์บริการร่วม</strong></span></div>

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>และเคาน์เตอร์บริการประชาชนกระทรวงแรงงาน </strong></span></div>

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>ระหว่างวันที่ 26-27 มิถุนายน 2552 </strong></span></div>

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>ณ ห้องประชุมสำนักงานประกันสังคม ชั้น 7 อาคารสำนักงานประกันสังคมเขตพื้นที่ 3 </strong></span></div>

<div align=""center""><span style=""COLOR: #800080; FONT-SIZE: 12pt""><strong>และโรงแรมเมาท์เทนบีช เมืองพัทยา จังหวัดชลบุรี</strong></span></div>","MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"264","29","1","2","t20150205113934_264.jpg","200","200","n20150205113934_264.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"265","29","2","2","t20150205113937_265.jpg","200","200","n20150205113937_265.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"266","29","3","2","t20150205113939_266.jpg","200","200","n20150205113939_266.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"267","29","1","3","t20150205114041_267.jpg","200","200","n20150205114041_267.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"268","29","2","3","t20150205114043_268.jpg","200","200","n20150205114043_268.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"269","29","3","3","t20150205114046_269.jpg","200","200","n20150205114046_269.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"270","29","1","4","t20150205114058_270.jpg","200","200","n20150205114058_270.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"271","29","2","4","t20150205114112_271.jpg","200","200","n20150205114112_271.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"272","29","3","4","t20150205114126_272.jpg","200","200","n20150205114126_272.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"273","29","1","5","t20150205114146_273.jpg","200","200","n20150205114146_273.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"274","29","2","5","t20150205114155_274.jpg","200","200","n20150205114155_274.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"275","29","3","5","t20150205114224_275.jpg","200","200","n20150205114224_275.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"276","29","1","6","t20150205114246_276.jpg","200","200","n20150205114246_276.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"277","29","2","6","t20150205114337_277.jpg","200","200","n20150205114337_277.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"278","29","3","6","t20150205114411_278.jpg","200","200","n20150205114411_278.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"279","29","1","7","t20150205114440_279.jpg","200","200","n20150205114440_279.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"280","29","2","7","t20150205114450_280.jpg","200","200","n20150205114450_280.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"281","29","3","7","t20150205114503_281.jpg","200","200","n20150205114503_281.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"282","29","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"283","29","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"284","29","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"285","29","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"286","29","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"287","29","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"288","29","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"289","29","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"290","29","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"291","29","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"292","29","2","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"293","29","3","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
